t,S,I,R,D
325,0.984118301107467,0.264713045107248,0.255591393049262,0.478993249000459
326,0.984047493848519,0.26589324662465,0.256595834914399,0.484302287474602
327,0.983996917234985,0.266736247708509,0.257137117475056,0.492233073343383
328,0.983816286472362,0.269746965865147,0.259999776790697,0.498721898145114
329,0.983639509166008,0.272693455367776,0.262809423896788,0.504883004522514
330,0.983474773910495,0.275439230326629,0.265359590187719,0.512223897227502
331,0.983312768186507,0.278139509988894,0.26792370706011,0.518122828865439
332,0.983176612731659,0.280408922430519,0.270024664628022,0.524349478927705
333,0.983106447715422,0.281578419172253,0.270937032655521,0.531559284262961
334,0.983059563997479,0.282359867796021,0.271455994285842,0.538506914858753
335,0.982900127244337,0.285017328355613,0.27394756813464,0.54506128334535
336,0.982747273478989,0.287565064964607,0.276282895471083,0.552598807104935
337,0.982629261380742,0.289532067493611,0.278040668735073,0.559480894015862
338,0.982493105925893,0.291801479935236,0.280180687931073,0.564789932490005
339,0.982367868597141,0.293888911190505,0.28215330014955,0.56957462148522
340,0.982312635723948,0.294809521897957,0.282878730385482,0.575080291013961
341,0.982264467520582,0.29561238007306,0.283489765853441,0.580389329488104
342,0.982205381191119,0.29659721943452,0.284229146670833,0.587140329029298
343,0.982072758071185,0.298807755609972,0.286321733889869,0.592121649079111
344,0.981950892516668,0.300838986792983,0.288232963549921,0.596971881759192
345,0.981832077615032,0.302819370291571,0.290077230418964,0.602149832863604
346,0.981707482528991,0.304896096771172,0.292027521707105,0.607196696598283
347,0.981650644049019,0.305843469417794,0.292808754268878,0.612046929278364
348,0.981606971544634,0.306571394163221,0.293372357759871,0.616634987218981
349,0.98148494542944,0.30860530154015,0.295317068815428,0.620764239365537
350,0.981380259867457,0.310350179974041,0.296963237427736,0.624827947827227
351,0.981298213361057,0.311717715065634,0.298218789759157,0.628826112604051
352,0.981226282177363,0.312916649940455,0.299304144996763,0.632693190011142
353,0.981152584826213,0.314145022948363,0.300422981629874,0.636494723733368
354,0.981123523343516,0.314629414047342,0.300782906631548,0.639902995346398
355,0.981098796999121,0.315041547910562,0.301103770005134,0.642459199056171
356,0.981021085631024,0.316336825766395,0.302303520010714,0.645998558038933
